Unnamed: 0,text,labels,journal,auteurs,date,titre,annee,nbmots,auteurs2,decennie
36107,"Content protected by copyright, removed from the public repo","[[0, 89, 'Other'], [90, 175, 'Other'], [176, 260, 'Policy'], [261, 295, 'Other'], [296, 436, 'Other'], [439, 599, 'Policy'], [600, 661, 'Politics'], [662, 786, 'Other'], [787, 952, 'Other'], [954, 995, 'Other'], [996, 1099, 'Other'], [1100, 1236, 'Other'], [1237, 1295, 'Other'], [1298, 1406, 'Other'], [1407, 1456, 'Other'], [1457, 1566, 'Other'], [1567, 1860, 'Other']]", Le Monde   ,RAYMOND MILLET.,  jeudi 4 octobre 1945 238 mots ,PARADIS PERDUS,1945,238,raymond millet,40
36124,"Content protected by copyright, removed from the public repo","[[0, 126, 'Policy'], [127, 192, 'Other'], [193, 366, 'Policy'], [367, 478, 'Policy'], [479, 517, 'Other'], [520, 651, 'Policy'], [652, 736, 'Policy'], [737, 776, 'Other'], [777, 804, 'Other'], [805, 872, 'Other'], [873, 960, 'Policy'], [961, 1257, 'Policy'], [1259, 1426, 'Policy'], [1427, 1478, 'Policy'], [1479, 1595, 'Policy'], [1596, 1606, 'Other'], [1607, 1697, 'Politics'], [1698, 1725, 'Other'], [1726, 1747, 'Politics'], [1748, 2008, 'Policy'], [2009, 2088, 'Politics'], [2089, 2205, 'Politics'], [2208, 2619, 'Policy'], [2622, 2780, 'Politics'], [2781, 2864, 'Politics'], [2865, 2940, 'Politics'], [2941, 3127, 'Policy'], [3128, 3203, 'Policy'], [3204, 3320, 'Other'], [3321, 3533, 'Policy'], [3534, 3579, 'Policy'], [3580, 3605, 'Other'], [3608, 3759, 'Other'], [3760, 3811, 'Policy']]", Le Monde   ,Rémy ROURE.,  samedi 5 février 1949 451 mots ,ARMES INTERDITES,1949,451,remy roure,40
36158,"Content protected by copyright, removed from the public repo","[[0, 203, 'Policy'], [204, 271, 'Politics'], [272, 294, 'Other'], [295, 511, 'Policy'], [512, 628, 'Politics'], [629, 863, 'Policy'], [864, 945, 'Politics'], [946, 1116, 'Politics'], [1118, 1245, 'Policy'], [1246, 1428, 'Politics'], [1429, 1468, 'Politics'], [1469, 1506, 'Politics'], [1507, 1589, 'Politics'], [1590, 1604, 'Politics'], [1605, 1689, 'Policy'], [1692, 1713, 'Politics'], [1714, 1818, 'Policy'], [1819, 1987, 'Policy'], [1988, 2039, 'Politics'], [2040, 2221, 'Politics'], [2222, 2365, 'Policy'], [2366, 2574, 'Politics'], [2575, 2649, 'Politics']]", Le Monde   ,RÉMY ROURE.,  jeudi 12 juin 1947 287 mots ,DÉMISSIONS,1947,287,remy roure,40
36181,"Content protected by copyright, removed from the public repo","[[0, 138, 'Politics'], [139, 363, 'Policy'], [366, 467, 'Policy'], [468, 670, 'Policy'], [672, 794, 'Other'], [795, 1013, 'Politics'], [1014, 1109, 'Politics'], [1110, 1636, 'Policy'], [1639, 1729, 'Politics'], [1730, 2030, 'Policy'], [2031, 2256, 'Policy'], [2259, 2299, 'Policy'], [2300, 2467, 'Policy'], [2468, 2598, 'Politics'], [2599, 2876, 'Politics'], [2877, 2908, 'Other']]", Le Monde   ,RAYMOND MILLET,  mardi 31 juillet 1945 345 mots ,La Consultative se prononce en faveur d'une Constituante souveraine,1945,345,raymond millet,40
36197,"Content protected by copyright, removed from the public repo","[[0, 174, 'Policy'], [175, 490, 'Policy'], [491, 733, 'Politics'], [734, 844, 'Other'], [845, 976, 'Politics'], [977, 1028, 'Other'], [1029, 1098, 'Policy'], [1099, 1246, 'Policy'], [1247, 1281, 'Other'], [1283, 1332, 'Politics'], [1333, 1434, 'Policy'], [1435, 1548, 'Politics'], [1549, 1697, 'Politics'], [1698, 1911, 'Politics'], [1914, 2028, 'Policy'], [2029, 2147, 'Policy'], [2148, 2275, 'Politics'], [2276, 2429, 'Politics'], [2430, 2463, 'Other'], [2464, 2631, 'Policy'], [2632, 2868, 'Politics'], [2869, 3020, 'Policy'], [3021, 3110, 'Politics'], [3113, 3508, 'Politics']]", Le Monde   ,RÉMY ROURE.,  vendredi 19 avril 1946 396 mots ,LE PENSEUR,1946,396,remy roure,40
36221,"Content protected by copyright, removed from the public repo","[[0, 321, 'Policy'], [322, 450, 'Politics'], [451, 561, 'Policy'], [562, 650, 'Policy'], [653, 864, 'Politics'], [865, 910, 'Politics'], [911, 1264, 'Policy'], [1265, 1389, 'Policy'], [1390, 1534, 'Policy'], [1535, 1642, 'Politics'], [1643, 1684, 'Policy'], [1685, 1715, 'Other'], [1716, 1820, 'Politics'], [1821, 2023, 'Policy'], [2024, 2256, 'Politics'], [2258, 2358, 'Policy'], [2359, 2448, 'Politics'], [2449, 2503, 'Other'], [2506, 2610, 'Politics'], [2611, 2683, 'Politics'], [2684, 2723, 'Politics'], [2724, 2847, 'Politics'], [2848, 2944, 'Politics'], [2945, 3089, 'Politics'], [3090, 3247, 'Policy'], [3248, 3491, 'Politics'], [3492, 3692, 'Policy']]", Le Monde   ,Rémy ROURE,  jeudi 5 février 1948 423 mots ,LES PARTIS DANS L'ÉTAT,1948,423,remy roure,40
36248,"Content protected by copyright, removed from the public repo","[[0, 104, 'Politics'], [105, 222, 'Politics'], [223, 473, 'Policy'], [474, 682, 'Policy'], [685, 739, 'Other'], [740, 879, 'Politics'], [880, 955, 'Politics'], [956, 1032, 'Politics'], [1033, 1168, 'Other'], [1169, 1225, 'Policy'], [1226, 1503, 'Policy'], [1505, 1604, 'Policy'], [1605, 1642, 'Politics'], [1643, 1731, 'Policy'], [1732, 1927, 'Politics'], [1928, 1987, 'Politics'], [1988, 2015, 'Other'], [2016, 2045, 'Other'], [2048, 2144, 'Politics'], [2145, 2186, 'Other'], [2187, 2272, 'Politics'], [2273, 2445, 'Politics'], [2446, 2481, 'Politics'], [2482, 2497, 'Politics'], [2498, 2574, 'Politics'], [2575, 2667, 'Politics'], [2668, 2819, 'Politics'], [2820, 2891, 'Politics'], [2892, 2973, 'Politics'], [2974, 3018, 'Politics'], [3019, 3140, 'Politics'], [3141, 3519, 'Policy'], [3520, 3574, 'Policy'], [3577, 3664, 'Politics'], [3665, 3709, 'Politics'], [3710, 3926, 'Policy'], [3927, 4223, 'Policy'], [4224, 4364, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mardi 6 mai 1947 506 mots ,À LA CROISÉE DES CHEMINS,1947,506,remy roure,40
36286,"Content protected by copyright, removed from the public repo","[[0, 189, 'Politics'], [190, 270, 'Policy'], [273, 495, 'Politics'], [496, 660, 'Policy'], [661, 737, 'Politics'], [738, 918, 'Policy'], [919, 1144, 'Policy'], [1145, 1392, 'Policy'], [1394, 1570, 'Politics'], [1571, 1697, 'Politics'], [1698, 1830, 'Politics'], [1831, 1875, 'Politics'], [1876, 2031, 'Policy'], [2034, 2254, 'Policy'], [2255, 2577, 'Politics'], [2578, 2689, 'Policy'], [2690, 2787, 'Politics'], [2788, 2836, 'Other'], [2839, 3025, 'Policy'], [3026, 3047, 'Politics'], [3048, 3074, 'Other'], [3077, 3219, 'Politics'], [3220, 3369, 'Policy'], [3370, 3623, 'Politics'], [3624, 3900, 'Policy'], [3901, 3953, 'Politics'], [3956, 4036, 'Policy'], [4037, 4131, 'Policy'], [4132, 4222, 'Policy'], [4223, 4289, 'Policy'], [4290, 4460, 'Policy'], [4461, 4709, 'Policy'], [4712, 4768, 'Policy'], [4769, 4849, 'Policy'], [4850, 5037, 'Politics'], [5038, 5169, 'Politics']]", Le Monde   ,Jacques FAUVET.,  mardi 4 octobre 1949 588 mots ,LA SOLUTION du problème politique est renvoyée à la rentrée parlementaire,1949,588,jacques fauvet,40
36322,"Content protected by copyright, removed from the public repo","[[0, 163, 'Politics'], [164, 254, 'Policy'], [255, 394, 'Politics'], [395, 527, 'Policy'], [528, 675, 'Politics'], [678, 722, 'Politics'], [723, 828, 'Politics'], [829, 964, 'Politics'], [965, 996, 'Politics'], [997, 1030, 'Politics'], [1031, 1305, 'Policy'], [1307, 1419, 'Politics'], [1420, 1481, 'Policy'], [1482, 1554, 'Other'], [1555, 1746, 'Politics'], [1747, 1786, 'Policy'], [1787, 1880, 'Politics'], [1881, 2106, 'Policy'], [2109, 2266, 'Policy'], [2267, 2392, 'Politics'], [2393, 2502, 'Policy'], [2503, 2552, 'Other'], [2553, 2772, 'Politics'], [2773, 2916, 'Politics'], [2919, 3084, 'Policy'], [3085, 3147, 'Politics'], [3148, 3316, 'Politics'], [3317, 3553, 'Policy'], [3554, 3762, 'Politics'], [3763, 3828, 'Politics'], [3831, 3945, 'Policy'], [3948, 4105, 'Policy'], [4106, 4244, 'Politics'], [4245, 4409, 'Policy']]", Le Monde   ,Rémy ROURE.,  jeudi 23 juin 1949 524 mots ,LE COUP DE FOUET,1949,524,remy roure,40
36356,"Content protected by copyright, removed from the public repo","[[0, 63, 'Policy'], [64, 300, 'Policy'], [301, 420, 'Policy'], [421, 486, 'Politics'], [487, 586, 'Policy'], [587, 792, 'Politics'], [793, 1001, 'Policy'], [1003, 1193, 'Politics'], [1194, 1414, 'Politics'], [1415, 1512, 'Policy'], [1513, 1664, 'Policy'], [1665, 1717, 'Policy'], [1720, 1785, 'Other'], [1786, 1936, 'Policy'], [1937, 2311, 'Policy'], [2312, 2453, 'Politics'], [2454, 2592, 'Policy'], [2595, 2672, 'Policy'], [2673, 2773, 'Politics'], [2774, 2946, 'Policy'], [2947, 3008, 'Other'], [3009, 3185, 'Policy']]", Le Monde   ,Rémy ROURE.,  samedi 19 juin 1948 377 mots ,CEUX QUI PERDENT,1948,377,remy roure,40
36378,"Content protected by copyright, removed from the public repo","[[0, 183, 'Politics'], [184, 259, 'Politics'], [260, 379, 'Politics'], [382, 562, 'Politics'], [563, 744, 'Politics'], [746, 782, 'Politics'], [783, 919, 'Politics'], [920, 1170, 'Politics'], [1171, 1347, 'Politics'], [1350, 1625, 'Policy'], [1626, 1654, 'Policy'], [1655, 1829, 'Policy'], [1830, 1855, 'Other'], [1856, 1874, 'Other'], [1877, 1971, 'Politics'], [1972, 2164, 'Politics'], [2165, 2387, 'Policy'], [2390, 2422, 'Politics'], [2423, 2451, 'Other'], [2452, 2751, 'Policy'], [2754, 2947, 'Other'], [2948, 3032, 'Other'], [3033, 3278, 'Politics'], [3281, 3347, 'Politics'], [3348, 3498, 'Politics'], [3499, 3670, 'Politics'], [3673, 3706, 'Politics'], [3707, 3802, 'Politics'], [3803, 3911, 'Politics'], [3912, 4003, 'Politics'], [4004, 4081, 'Politics'], [4082, 4124, 'Other'], [4125, 4314, 'Politics'], [4315, 4434, 'Policy'], [4435, 4581, 'Politics'], [4584, 4620, 'Politics'], [4621, 4760, 'Politics'], [4761, 4931, 'Politics'], [4932, 5217, 'Politics'], [5220, 5246, 'Politics'], [5247, 5471, 'Politics']]", Le Monde   ,Jacques Fauvet.,  lundi 26 janvier 1948 616 mots ,"LA ""BATAILLE SOCIALISTE"" lutte elle aussi sur deux fronts",1948,616,jacques fauvet,40
36419,"Content protected by copyright, removed from the public repo","[[0, 130, 'Policy'], [131, 284, 'Politics'], [285, 454, 'Politics'], [455, 569, 'Other'], [570, 642, 'Policy'], [643, 951, 'Politics'], [952, 1050, 'Policy'], [1051, 1104, 'Politics'], [1105, 1151, 'Policy'], [1152, 1179, 'Other'], [1181, 1240, 'Policy'], [1241, 1260, 'Politics'], [1261, 1336, 'Politics'], [1337, 1397, 'Politics'], [1398, 1510, 'Politics'], [1511, 1608, 'Politics'], [1609, 1684, 'Policy'], [1685, 1807, 'Politics'], [1808, 1895, 'Politics'], [1898, 1998, 'Politics'], [1999, 2018, 'Other'], [2019, 2053, 'Other'], [2056, 2565, 'Policy'], [2568, 2718, 'Politics'], [2719, 2759, 'Policy'], [2760, 2866, 'Policy'], [2869, 2979, 'Policy'], [2980, 3029, 'Politics'], [3030, 3124, 'Policy'], [3125, 3237, 'Policy'], [3238, 3278, 'Policy'], [3279, 3335, 'Politics']]", Le Monde   ,RÉMY ROURE,  mercredi 4 décembre 1946 373 mots ,LA CONSTITUTION BOUSCULÉE,1946,373,remy roure,40
36451,"Content protected by copyright, removed from the public repo","[[0, 141, 'Politics'], [142, 406, 'Politics'], [407, 567, 'Politics'], [568, 783, 'Policy'], [784, 939, 'Politics'], [942, 1177, 'Politics'], [1179, 1345, 'Politics'], [1346, 1349, 'Politics'], [1350, 1411, 'Politics'], [1412, 1415, 'Politics'], [1416, 1611, 'Policy'], [1612, 1697, 'Politics'], [1698, 1804, 'Politics'], [1807, 1915, 'Politics'], [1916, 2000, 'Politics'], [2001, 2232, 'Politics'], [2233, 2435, 'Policy'], [2438, 2576, 'Politics'], [2577, 2737, 'Politics'], [2738, 2805, 'Politics'], [2806, 2863, 'Politics'], [2864, 2904, 'Other'], [2905, 2988, 'Politics'], [2989, 3081, 'Politics'], [3082, 3227, 'Policy'], [3230, 3327, 'Politics'], [3328, 3349, 'Other'], [3350, 3494, 'Policy'], [3497, 3720, 'Politics'], [3721, 3840, 'Politics'], [3841, 3962, 'Politics'], [3963, 4159, 'Policy']]", Le Monde   ,JACQUES FAUVET.,  samedi 22 octobre 1949 485 mots ,LES SOCIALISTES ONT ÉTÉ INVITÉS A CHOISIR entre leur participation au gouvernement ET LE REBONDISSEMENT DE LA CRISE Si M. René Mayer devait échouer..,1949,485,jacques fauvet,40
36483,"Content protected by copyright, removed from the public repo","[[0, 168, 'Politics'], [169, 345, 'Policy'], [348, 425, 'Policy'], [428, 592, 'Policy'], [593, 850, 'Policy'], [851, 1061, 'Policy'], [1063, 1160, 'Policy'], [1161, 1226, 'Other'], [1227, 1303, 'Policy'], [1304, 1588, 'Policy'], [1591, 1639, 'Policy'], [1640, 1717, 'Other'], [1718, 1894, 'Policy'], [1897, 1967, 'Policy'], [1968, 2201, 'Policy'], [2202, 2243, 'Other'], [2244, 2270, 'Politics'], [2271, 2637, 'Policy'], [2640, 2659, 'Other'], [2660, 3011, 'Other'], [3014, 3177, 'Policy'], [3178, 3230, 'Politics'], [3231, 3267, 'Policy'], [3268, 3371, 'Other'], [3372, 3430, 'Other'], [3431, 3531, 'Other'], [3532, 3574, 'Other'], [3577, 3850, 'Policy']]", Le Monde   ,RAYMOND MILLET.,  mardi 30 janvier 1945 444 mots ,"LE "" SOCIALISME HUMANISTE """,1945,444,raymond millet,40
36511,"Content protected by copyright, removed from the public repo","[[0, 204, 'Policy'], [205, 230, 'Other'], [231, 420, 'Policy'], [421, 533, 'Politics'], [534, 706, 'Politics'], [709, 873, 'Politics'], [874, 973, 'Politics'], [974, 1134, 'Policy'], [1135, 1157, 'Other'], [1158, 1428, 'Politics'], [1429, 1482, 'Politics'], [1483, 1830, 'Policy'], [1831, 1922, 'Politics'], [1923, 1988, 'Politics'], [1989, 2124, 'Politics'], [2126, 2400, 'Policy'], [2401, 2474, 'Policy'], [2475, 2564, 'Policy'], [2565, 2719, 'Politics'], [2722, 2766, 'Policy'], [2767, 2943, 'Politics'], [2944, 2964, 'Other'], [2965, 3016, 'Other'], [3017, 3133, 'Policy'], [3134, 3186, 'Other'], [3187, 3261, 'Policy'], [3262, 3741, 'Policy'], [3744, 3919, 'Policy'], [3920, 4359, 'Politics']]", Le Monde   ,Rémy ROURE.,  samedi 19 novembre 1949 485 mots ,EXAGÉRATIONS,1949,485,remy roure,40
36540,"Content protected by copyright, removed from the public repo","[[0, 172, 'Politics'], [175, 209, 'Politics'], [210, 379, 'Policy'], [380, 548, 'Policy'], [549, 637, 'Other'], [638, 784, 'Policy'], [785, 911, 'Policy'], [912, 1053, 'Policy'], [1054, 1093, 'Other'], [1094, 1137, 'Policy'], [1139, 1220, 'Other'], [1221, 1405, 'Policy'], [1408, 1534, 'Policy'], [1535, 1603, 'Policy'], [1606, 1646, 'Policy'], [1647, 1814, 'Policy'], [1815, 1883, 'Politics'], [1884, 2019, 'Policy'], [2022, 2060, 'Policy'], [2061, 2180, 'Policy'], [2181, 2318, 'Policy'], [2319, 2340, 'Other'], [2341, 2672, 'Policy'], [2673, 2703, 'Policy'], [2706, 2803, 'Policy'], [2804, 2830, 'Policy'], [2833, 3195, 'Policy'], [3196, 3340, 'Policy'], [3341, 3614, 'Policy'], [3615, 3732, 'Policy'], [3733, 3788, 'Other'], [3789, 3835, 'Policy'], [3838, 3976, 'Policy'], [3977, 4032, 'Politics'], [4033, 4136, 'Policy'], [4137, 4169, 'Policy'], [4170, 4236, 'Policy'], [4237, 4371, 'Policy'], [4374, 4447, 'Policy'], [4448, 4487, 'Other'], [4488, 4543, 'Policy'], [4546, 4715, 'Policy'], [4716, 4814, 'Politics'], [4815, 4897, 'Politics'], [4898, 5040, 'Policy'], [5041, 5119, 'Politics'], [5120, 5334, 'Policy'], [5335, 5553, 'Politics'], [5554, 5585, 'Other']]", Le Monde   ,RÉMY ROURE,  mercredi 17 octobre 1945 641 mots ,LE REFERENDUM,1945,641,remy roure,40
36589,"Content protected by copyright, removed from the public repo","[[0, 142, 'Politics'], [143, 419, 'Politics'], [422, 578, 'Other'], [579, 641, 'Other'], [642, 674, 'Other'], [675, 741, 'Other'], [742, 761, 'Other'], [762, 788, 'Other'], [789, 845, 'Other'], [846, 918, 'Policy'], [920, 1050, 'Policy'], [1051, 1123, 'Other'], [1126, 1346, 'Politics'], [1347, 1497, 'Policy'], [1498, 1596, 'Politics'], [1599, 1730, 'Politics'], [1731, 1959, 'Politics'], [1960, 1981, 'Politics'], [1982, 2019, 'Other'], [2020, 2110, 'Politics'], [2111, 2172, 'Other'], [2173, 2352, 'Politics'], [2353, 2516, 'Politics'], [2519, 2701, 'Policy'], [2702, 2712, 'Other'], [2715, 2745, 'Other'], [2746, 2890, 'Policy'], [2891, 3161, 'Policy'], [3162, 3270, 'Policy'], [3273, 3465, 'Policy'], [3466, 3521, 'Other'], [3522, 3625, 'Politics']]", Le Monde   ,RAYMOND MILLET.,  lundi 19 novembre 1945 400 mots ,RUES ET COULOIRS,1945,400,raymond millet,40
36621,"Content protected by copyright, removed from the public repo","[[0, 199, 'Other'], [200, 292, 'Policy'], [293, 321, 'Politics'], [322, 494, 'Policy'], [495, 577, 'Politics'], [578, 648, 'Other'], [649, 706, 'Politics'], [707, 1035, 'Policy'], [1037, 1210, 'Politics'], [1211, 1241, 'Other'], [1242, 1435, 'Politics'], [1436, 1668, 'Politics'], [1669, 1961, 'Policy'], [1962, 2220, 'Policy'], [2221, 2381, 'Politics'], [2384, 2532, 'Politics'], [2533, 2693, 'Policy'], [2694, 2714, 'Other'], [2715, 2803, 'Policy'], [2804, 2915, 'Policy'], [2916, 3152, 'Politics'], [3153, 3188, 'Policy'], [3189, 3281, 'Policy'], [3282, 3368, 'Policy']]", Le Monde   ,RÉMY ROURE.,  mardi 25 novembre 1947 418 mots ,Les socialistes laissent les affaires économiques aux radicaux l'agriculture et la France d'outre-mer au M. R. P. LES MENEURS DE JEU,1947,418,remy roure,40
36645,"Content protected by copyright, removed from the public repo","[[0, 202, 'Politics'], [205, 360, 'Politics'], [361, 471, 'Politics'], [472, 571, 'Politics'], [572, 653, 'Other'], [654, 704, 'Politics'], [705, 794, 'Politics'], [796, 974, 'Policy'], [975, 1019, 'Other'], [1022, 1112, 'Policy'], [1113, 1301, 'Politics'], [1302, 1313, 'Politics'], [1314, 1360, 'Other'], [1361, 1399, 'Politics'], [1400, 1440, 'Other'], [1441, 1500, 'Other'], [1501, 1648, 'Policy'], [1649, 1721, 'Politics'], [1724, 1904, 'Policy'], [1907, 2033, 'Politics'], [2034, 2142, 'Politics'], [2145, 2215, 'Politics'], [2216, 2278, 'Politics'], [2279, 2453, 'Policy'], [2454, 2512, 'Politics'], [2515, 2526, 'Politics'], [2527, 2605, 'Policy'], [2606, 2644, 'Other'], [2645, 2741, 'Policy'], [2742, 2832, 'Politics'], [2833, 2873, 'Politics'], [2874, 2984, 'Politics'], [2987, 2996, 'Politics'], [2997, 3059, 'Politics'], [3060, 3183, 'Policy'], [3186, 3358, 'Policy'], [3359, 3446, 'Other'], [3447, 3500, 'Policy'], [3503, 3632, 'Politics'], [3633, 3783, 'Policy'], [3784, 3826, 'Policy'], [3827, 3948, 'Policy'], [3949, 4093, 'Politics'], [4096, 4159, 'Politics'], [4160, 4306, 'Politics'], [4307, 4456, 'Politics'], [4457, 4623, 'Politics'], [4624, 4653, 'Politics'], [4654, 4690, 'Politics'], [4693, 4776, 'Policy'], [4777, 4791, 'Other'], [4794, 4825, 'Other'], [4826, 4892, 'Politics'], [4893, 4977, 'Politics'], [4978, 5040, 'Other']]", Le Monde   ,RENÉ PUISSESSEAU.,  vendredi 23 juillet 1948 587 mots ,M. André Marie s'applique à vaincre les réticences socialistes et M. R. P. Il rendra sa réponse ce soir à M. Vincent Auriol,1948,587,rene puissesseau,40
36700,"Content protected by copyright, removed from the public repo","[[0, 228, 'Policy'], [229, 338, 'Policy'], [339, 500, 'Policy'], [501, 827, 'Other'], [828, 887, 'Other'], [888, 924, 'Other'], [925, 1157, 'Policy'], [1158, 1411, 'Policy'], [1413, 1500, 'Politics'], [1501, 1564, 'Other'], [1565, 1736, 'Politics'], [1737, 1880, 'Policy'], [1881, 2105, 'Other'], [2106, 2646, 'Policy'], [2649, 2795, 'Policy'], [2796, 3091, 'Policy'], [3092, 3147, 'Policy'], [3148, 3176, 'Other'], [3177, 3198, 'Other'], [3199, 3278, 'Other'], [3279, 3303, 'Other'], [3304, 3394, 'Policy'], [3397, 3493, 'Policy'], [3494, 3513, 'Other'], [3514, 3546, 'Other'], [3547, 3571, 'Other'], [3572, 3610, 'Other'], [3611, 3684, 'Policy'], [3685, 3830, 'Policy']]", Le Monde   ,Rémy ROURE.,  lundi 16 août 1948 464 mots ,INTERMÈDE,1948,464,remy roure,40
36729,"Content protected by copyright, removed from the public repo","[[0, 159, 'Politics'], [160, 192, 'Politics'], [193, 301, 'Policy'], [302, 392, 'Politics'], [395, 424, 'Politics'], [425, 550, 'Politics'], [551, 867, 'Policy'], [868, 1033, 'Politics'], [1034, 1289, 'Politics'], [1291, 1387, 'Politics'], [1388, 1469, 'Politics'], [1470, 1693, 'Policy'], [1694, 1727, 'Other'], [1728, 1894, 'Politics'], [1895, 1946, 'Politics'], [1947, 1997, 'Politics'], [1998, 2051, 'Other'], [2052, 2185, 'Policy'], [2186, 2374, 'Policy'], [2375, 2478, 'Politics'], [2479, 2560, 'Other'], [2563, 2897, 'Policy'], [2898, 3017, 'Policy'], [3018, 3149, 'Politics'], [3150, 3167, 'Politics'], [3168, 3269, 'Politics'], [3270, 3420, 'Politics'], [3421, 3717, 'Policy']]", Le Monde   ,Rémy ROURE.,  mardi 27 avril 1948 422 mots ,L'ACCOUCHEUR,1948,422,remy roure,40
36757,"Content protected by copyright, removed from the public repo","[[0, 398, 'Policy'], [401, 493, 'Policy'], [494, 561, 'Politics'], [563, 687, 'Politics'], [690, 965, 'Policy'], [966, 1224, 'Policy'], [1227, 1378, 'Policy'], [1379, 1499, 'Policy'], [1500, 1550, 'Policy'], [1551, 1589, 'Other'], [1590, 1741, 'Policy'], [1744, 1854, 'Politics'], [1857, 1936, 'Politics'], [1937, 1990, 'Policy'], [1991, 2092, 'Policy'], [2093, 2168, 'Policy'], [2169, 2295, 'Politics'], [2296, 2434, 'Policy'], [2435, 2609, 'Policy'], [2610, 2729, 'Policy'], [2732, 2762, 'Politics'], [2763, 2837, 'Politics'], [2838, 3025, 'Policy'], [3026, 3145, 'Policy'], [3148, 3344, 'Policy'], [3345, 3443, 'Policy'], [3444, 3576, 'Politics'], [3577, 3691, 'Politics'], [3692, 3763, 'Politics'], [3766, 3814, 'Politics'], [3815, 3895, 'Politics'], [3896, 4222, 'Policy'], [4223, 4461, 'Policy'], [4462, 4532, 'Policy'], [4535, 4585, 'Politics'], [4586, 4641, 'Politics'], [4642, 4839, 'Policy'], [4842, 5072, 'Policy'], [5073, 5193, 'Policy'], [5196, 5849, 'Policy'], [5852, 6158, 'Politics'], [6161, 6411, 'Policy'], [6414, 6619, 'Policy'], [6620, 6808, 'Policy'], [6811, 7003, 'Policy']]", Le Monde   ,RAYMOND MILLET.,  lundi 22 octobre 1945 783 mots ,Le vote de demain influera sur la future Constitution,1945,783,raymond millet,40
36802,"Content protected by copyright, removed from the public repo","[[0, 110, 'Policy'], [111, 198, 'Politics'], [199, 453, 'Politics'], [454, 555, 'Politics'], [558, 674, 'Politics'], [675, 1040, 'Politics'], [1042, 1384, 'Policy'], [1387, 1470, 'Policy'], [1471, 1486, 'Other'], [1487, 1606, 'Politics'], [1607, 1730, 'Politics'], [1731, 1778, 'Other'], [1779, 1959, 'Politics'], [1960, 2067, 'Politics'], [2068, 2139, 'Politics'], [2140, 2269, 'Politics'], [2270, 2378, 'Politics'], [2379, 2392, 'Politics'], [2393, 2498, 'Policy'], [2499, 2668, 'Policy'], [2669, 2792, 'Policy'], [2793, 3035, 'Politics'], [3036, 3182, 'Politics'], [3185, 3389, 'Policy'], [3392, 3597, 'Policy'], [3598, 3643, 'Politics'], [3644, 3720, 'Politics'], [3721, 3777, 'Other'], [3780, 3805, 'Politics'], [3806, 3896, 'Politics'], [3897, 4001, 'Politics'], [4002, 4109, 'Other'], [4110, 4199, 'Policy']]", Le Monde   ,Jacques Fauvet.,  jeudi 11 novembre 1948 495 mots ,L'EXAMEN DU PROBLÈME POLITIQUE est renvoyé à la semaine prochaine après les délibérations du M.R.P. et de la S.F.I.O. LA DISSOLUTION POSERAIT D'ABORD LA QUESTION DU MODE DE SCRUTIN,1948,495,jacques fauvet,40
36835,"Content protected by copyright, removed from the public repo","[[0, 172, 'Policy'], [173, 203, 'Policy'], [204, 290, 'Policy'], [291, 330, 'Other'], [331, 491, 'Politics'], [492, 649, 'Policy'], [650, 887, 'Policy'], [888, 946, 'Other'], [947, 1026, 'Policy'], [1027, 1057, 'Other'], [1059, 1128, 'Politics'], [1129, 1255, 'Politics'], [1256, 1319, 'Politics'], [1320, 1410, 'Politics'], [1411, 1587, 'Politics'], [1590, 1706, 'Policy'], [1707, 1834, 'Other'], [1835, 1936, 'Other'], [1937, 2042, 'Politics'], [2043, 2306, 'Other'], [2307, 2372, 'Other'], [2373, 2516, 'Policy'], [2517, 2613, 'Politics'], [2614, 2725, 'Other'], [2726, 2757, 'Other'], [2758, 2885, 'Policy'], [2886, 2966, 'Other'], [2967, 3097, 'Other'], [3098, 3242, 'Politics'], [3245, 3275, 'Policy'], [3276, 3443, 'Policy'], [3444, 3563, 'Other'], [3564, 3667, 'Other'], [3670, 3728, 'Policy'], [3729, 3742, 'Politics'], [3743, 3794, 'Other'], [3795, 4012, 'Policy'], [4015, 4123, 'Other'], [4124, 4216, 'Other'], [4217, 4553, 'Policy']]", Le Monde   ,Rémy ROURE.,  samedi 21 février 1948 539 mots ,DOS À DOS,1948,539,remy roure,40
36875,"Content protected by copyright, removed from the public repo","[[0, 20, 'Other'], [21, 142, 'Policy'], [143, 273, 'Policy'], [274, 463, 'Policy'], [466, 751, 'Policy'], [752, 872, 'Politics'], [874, 1073, 'Policy'], [1074, 1237, 'Other'], [1238, 1340, 'Politics'], [1343, 1792, 'Policy'], [1795, 1840, 'Policy'], [1841, 1878, 'Other'], [1879, 2245, 'Policy'], [2248, 2408, 'Policy'], [2409, 2604, 'Policy'], [2607, 2857, 'Policy'], [2860, 3255, 'Policy'], [3256, 3493, 'Policy'], [3494, 3607, 'Other']]", Le Monde   ,JACQUES FAUVET.,  mardi 26 mars 1946 418 mots ,M. FÉLIX GOUIN a prononcé à Strasbourg un important discours,1946,418,jacques fauvet,40
