id,text,meta,annotation_approver,labels
77614,"L'EXAMEN du projet de loi constitutionnelle réformant les institutions devrait commencer à l'Assemblée nationale le 20 mai.Le gouvernement espère qu'il pourra être adopté en Congrès, le 7 juillet.Voici ce que propose l'avant-projet de loi qui a été transmis au Conseil d'Etat.L'article 1er indique qu'une loi précisera « les droits respectifs des partis et groupements politiques qui ont déclaré appartenir à la majorité qui soutient le gouvernement et ceux qui ne l'ont pas déclaré ».",{},,[]
77615,"Il n'y a pas de ligne directrice et encore moins de consigne , assure M.Poignant, qui décrit un cabinet élyséen abasourdi.A écouter certains de ses proches, le chef de l'Etat pourrait d'ailleurs ne pas marquer de préférence parmi les candidats à la primaire.Il laissera les portes ouvertes jusqu'à ce que le candidat du PS soit désigné.Alors seulement, il le soutiendra face à François Fillon , croit savoir un hollandais historique.",{},,"[[395, 432, 'off']]"
77616,"Il faut convaincre !Cela ne veut pas dire que tout va bien.Je suis un Européen ardent mais lucide : ignorer les problèmes, comme par exemple celui de la directive sur les travailleurs détachés serait un aveuglement.Je sais que le combat européen prendra de l'énergie et du temps.",{},,[]
77617,"En résumé,  nous avons le choix entre un candidat qui est un type bien mais avec un programme dingue, ou un dingue avec un programme plutôt bien!Et ce ministre, redevenant sérieux, de conclure:  C'est quand même assez atterrant, comme alternative.Qu'est-ce qu'on choisit?A huit semaines du premier tour, les ministres du gouvernement de Bernard Cazeneuve, qui restera comme le plus éphémère de la VeRépublique, ne savent plus à quel saint se vouer.",{},,[]
77618,"Ils attendent de voir où le vent va tourner,  résume un conseiller.Mais certains ministres laissent déjà entendre qu'ils pourraient soutenir Emmanuel Macron s'il se révèle le mieux placé pour battre Marine Le Pen.Qui peut être au deuxième tour pour empêcher un duel François Fillon-Marine Le Pen?C'est ça, la question, c'est celle que je me poserai,  a prévenu M. Le Foll, dès le 21février.",{},,"[[46, 66, 'off']]"
77619,"Mais je n'en fais pas un argument.Parce que Marine Le Pen, on ne la battra que si on a un projet convaincant et réalisable.Certains disent pourtant que vous feriez le plus mauvais candidat face à elle?Qui dit ça?",{},,[]
77620,"La candidature de Vincent Peillon, encore impensable il y a deux semaines, illustre parfaitement cet état des lieux.L'abandon surprise de François Hollande a créé un grand vide dans l'appareil socialiste, avec un double risque que beaucoup au PS refusent de prendre: donner les clés du parti à Manuel Valls ou à Arnaud Montebourg, deux responsables qui, par leurs parcours respectifs, n'ont jamais incarné le point de rencontre de ses équilibres internes.M.Peillon espère représenter ce centre de gravité, longtemps occupé au cours des dernières décennies par les amis de Lionel Jospin ou de M. Hollande.Les militants et les élus ont peur du vide.",{},,[]
77621,"Nous ne sommes pas un régime parlementaire.Par ailleurs, l'application de la loi sur les cumuls va être un puissant accélérateur de renouvellement, parce qu'au moins un tiers du Parlement ne pourra pas se représenter.Mais si, malgré tout, vous n'avez pas de majorité, que ferez-vous?La question se posera à tout le monde.",{},,[]
77622,"C'est l'appel de la BBC!Que Valls dise cela avant l'Elysée, qui plus est sur un média étranger, est inouï.Qui est le patron?Hollande ou Valls? , s'étrangle un haut cadre socialiste.",{},,"[[145, 180, 'off']]"
77623,"Macron fait comprendre qu'il fera tout, confirme un haut fonctionnaire.Il met en oeuvre directement les commandes qu'il passe.C'est me, myself and I...Il faut juste que l'intendance suive.",{},,"[[40, 70, 'off']]"
77624,"Des janissaires dévoués corps et âme au chef de l'Etat, qui ne dépendent que de lui, ne rendent de comptes qu'à lui.Leur amicale n'a pas d'existence officielle et encore moins de nom.Mais elle est devenue l'un des rouages essentiels du pouvoir.C'est le 11e choc de Macron, un commando de jeunes députés sans états d'âme, mobilisables dans la minute, d'une loyauté sans faille , résume un proche du président de la République.",{},,"[[378, 424, 'off']]"
77625,"C ' est également le cas au Parlement où l ' opposition n ' a pas du tout été concertée sur la réforme du code du travail. L ' exécutif met en scène sa concertation avec les syndicats , en convoquant les caméras , sans jamais consulter les élus de l ' opposition. Réforme de l ' ISF , prélèvement forfaitaire unique de 30 % sur les revenus de l ' épargne. . . C ' est peu ou prou ce que vous prôniez .",{},,[]
77626,"La question , lancinante , se pose à peu près sur tous les sujets et à tout propos , et ce depuis le début du quinquennat. Il en va évidemment de même quant au prochain remaniement , programmé pour la mi-février et autour duquel la tension monte chaque jour un peu plus. Comme d ' habitude , et peut-être encore plus que d ' habitude. Un ministre résume : De manière générale , les remaniements ne sont pas des moments de grande sérénité .",{},,"[[335, 353, 'off']]"
77627,"Reste cependant à convaincre au sein même du Front de gauche , toujours handicapé par les divisions entre PCF et PG. Si le numéro un communiste n ' a aucun intérêt à voir la coalition de la gauche radicale exploser , il semble cependant prêt à s ' affranchir de ces divergences. Pierre Laurent a décidé de s ' imposer comme un interlocuteur incontournable , constate Roger Martelli , ex-membre de la direction du PCF désormais proche d ' Ensemble , la troisième force du Front de gauche. Même affaibli , le PCF peut ambitionner de jouer le rôle de pivot du rassemblement à gauche mais je ne voudrais pas que cette différence de sensibilité débouche sur un divorce comme en Espagne avec Izquierda unida d ' un côté et Podemos de l ' autre .",{},,[]
77628,"Comment , avec un tel éparpillement des voix de gauche , ce président plombé par une impopularité record aurait-il la moindre chance de parvenir au second tour ? Faire annuler la primaire Comment surtout François Hollande pourrait-il se désengager de sa promesse et éviter cette primaire socialiste qu ' il n ' est plus certain de gagner ? Le président a exploré tous les plans pour faire annuler la primaire. Invoquer la menace d ' attentat .",{},,[]
77629,"Alors , comment agir , avec qui et , surtout , à quelles fins ? Intervenir militairement ? Dans quel cadre ? Armer les forces combattant les djihadistes de l ' EI ?",{},,[]
77630,"Du score dimanche soir des socialistes , qui devraient terminer à la troisième place derrière l ' UMP et le Front national , dépendra la suite des événements au sein d ' un parti et d ' une majorité encore traumatisés par la déroute municipale. Les instituts de sondage donnent un PS étonnamment haut dans les intentions de vote , autour de 17 % en moyenne. Si on fait ce score , j ' achète tout de suite , mais j ' en doute , hélas , confie un dirigeant socialiste. Rares sont les responsables qui croient à un tel résultat : beaucoup l ' imaginent plus faible , voire , pour les plus pessimistes , en dessous de 13 % .",{},,"[[435, 465, 'off']]"
77631,"Enfin, sur la construction européenne, c'est à lui de préciser : Il dit qu'il faut écrire un nouveau traité et que cela le distingue de moi, qui veux sortir de l'actuel.Il joue un peu avec les mots...Emmanuel Macron est donné devant vous dans les intentions de vote.Comment expliquez-vous cette dynamique?",{},,[]
77632,"Ce n'était pas le cas », a noté avec soulagement Jean Leonetti, vice-président du groupe UMP de l'Assemblée nationale, à la sortie de la réunion des députés, mardi 18 mars.Puisqu'il fallait bien « purger les sujets de préoccupation », selon les mots de Jean-François Copé, président du groupe, mieux valait éviter les débordements incontrôlés.Toutes les conditions ont donc été réunies pour que les choses se passent « convenablement ».Premier debriefing au petit-déjeuner de la majorité, en présence de la nouvelle responsable du « pôle politique » de l'Elysée, Catherine Pégard; deuxième cadrage en réunion de bureau du groupe.",{},,[]
77633,"Une forme de faiblesse, d'indécision, de manque d'autorité.Je pense que l'on arrive à un moment où il pourrait forcer un peu les choses, être un peu plus ­direct et agressif, par rapport à Macron, aux frondeurs, mais aussi à la droite.Dire les choses un peu plus précisément.C'est ce que devrait s'employer à faire le chef de l'Etat, jeudi 8 septembre salle Wagram à Paris, dans un discours devant les fondations Jean-Jaurès et Terra Nova sur démocratie et terrorisme ,  conçu comme une première étape sur la route présidentielle.",{},,[]
77634,"A l'intérieur du pacte de sécurité, il va falloir qu'on ait un volet sur le vivre-ensemble.La concentration de la réponse de l'exécutif sur l'aspect sécu­ritaire s'explique aisément.D'abord par l'ampleur de la tragédie, avec 130 morts et plusieurs centaines de blessés, ainsi que par l'aspect très large des cibles (des terrasses de café, un concert, un match de foot), quand celui de janvier avait visé des catégories de population très précises (dessinateurs, policiers, juifs).Ensuite par l'engagement de la France dans une  guerre  à l'extérieur de ses frontières.",{},,[]
77635,"« Il en ressort, dit-il, un projet de loi assez romantique, cadrant tout à fait avec l'esprit du Gre nelle de l'environnement.» De toute évidence, le souffle du romantisme s'arrêtera aux portes du Palais-Bourbon.Se disant disposé à examiner le texte « avec bienveillance », le rapporteur plaide toutefois pour le « réalisme économique » : « La transition vers la croissance verte ne peut se faire qu'avec le monde économique, pas contre lui », souligne M. Jacob, insistant pour que cette transition soit « prévue de manière très mesurée ».Ainsi, sur l' « épineuse question » de la taxe poids lourds, plusieurs amendements ont été rédigés afin d'obtenir une compensation pour les transporteurs.",{},,[]
77636,"Sur la photo de groupe réunissant les 21 membres du gouvernement - premier ministre, ministres et secrétaires d'Etat -, les hommes (14) étaient cependant deux fois plus nombreux que les femmes (7).L'actuel gouvernement compte pas moins de 38 membres : 25 hommes et 13 femmes.La parité oubliée, quid de la sobriété ?En mai 2007, M. Fillon demandait par circulaire à ses ministres de limiter les effectifs de leurs cabinets.",{},,[]
77637,"L'autre poste important qui fait l'objet des critiques de la Cour est celui des charges de personnel, représentant 165 millions d'euros.Les rémunérations des fonctionnaires de l'Assemblée seraient supérieures de 75 % à 150 % à celles de la fonction publique, en raison, notamment, des indemnités de toutes sortes qui s'ajoutent au salaire de base.Les vingt-quatre hauts fonctionnaires du Palais-Bourbon les mieux payés perçoivent en moyenne une rémunération annuelle brute de 213 000 euros, que le rapport juge « particulièrement élevée compte tenu des avantages matériels et sociaux » qui leur sont consentis.Rapportés au budget global, les frais de personnel représentent à l'Assemblée française une part nettement plus importante (25 %) qu'à la Chambre des communes britannique (15 %) ou au Bundestag allemand (12 %).",{},,[]
77638,"Et suscitait de vives réserves.Pour de nombreux élus de la majorité, l'ouverture des commerces le dimanche n'apparaît pas comme la plus urgente des priorités.Certains, à l'instar de Christian Jacob (UMP, Seine-et-Marne), ont exprimé leur hostilité à une extension des dérogations qui préfigurerait une généralisation du travail dominical.La proposition de loi rédigée par M. Mallié, prévoyant une « expérimentation sur cinq ans », leur semblait, à cet égard, rendre le processus quasiment inéluctable.",{},,[]
77639,"Encore un accroc au costume d'Emmanuel Macron.En déplacement à Nancy, vendredi 10 juin, le ministre de l'économie a été interrompu, lors de son intervention au Forum mondial des matériaux, par un manifestant qui a voulu lui remettre un bleu de travail, expliquant, avant d'être évacué par le service d'ordre, que ce n'est pas en mettant un costard qu'on travaille .Une référence directe aux propos qu'il avait tenus, fin mai à Lunel (Hérault), à un membre de Nuit debout et militant anti-loi travail, à qui il avait asséné que la meilleure façon de se payer un costard, c'est de travailler .M. Macron traverserait-il une mauvaise passe, un méchant trou d'air?",{},,[]
77640,"Il a surtout enregistré avec une satisfaction non feinte la prise de position de 17 députés du PS, publiée dans Le Monde, appelant à « donner une chance à la réforme ».« Je suis arrivé à la division du PS », s'est-il réjoui devant des proches, même si, secrètement, l'Elysée aurait aimé faire « sortir du bois » une quarantaine de signataires.Un vote contre du PS en première lecture à l'Assemblée ne préjugerait pas, à son avis, du vote final au Congrès, qu'il est décidé à convoquer quoi qu'il advienne.« Le PS ne pourra pas tenir jusqu'au bout sur une position de refus et prendre la responsabilité de l'échec de la réforme », estime un conseiller du chef de l'Etat.",{},,"[[630, 668, 'off']]"
77641,"« Ce changement de contexte ne peut qu'accroître les doutes, préexistants, sur l'opportunité du dispositif proposé », note le rapporteur du texte au Sénat, Dominique Braye (UMP, Yvelines), au nom de la commission des affaires économiques.Certes, des mesures d'urgence destinées à soutenir l'immobilier - avec, notamment, le rachat de 30 000 logements à un prix décoté - ont été annoncées, le 1er octobre, par Nicolas Sarkozy.« Elles confortent mon projet de loi », assure la ministre.En réalité, les marges de manoeuvre sont faibles.",{},,[]
77642,"Le deuxième définit une obligation d'équilibre pour le projet de loi de financement de la Sécurité sociale.Le gouvernement, en revanche, n'a pas donné son aval à l'amendement imposant le vote de lois de finances initiales en équilibre.Le parti d'Hervé Morin, ministre de la défense, a impérativement besoin d'obtenir un gage de la part de Nicolas Sarkozy pour justifier qu'il renonce à l'un de ses principales revendications : l'introduction de la proportionnelle aux élections législatives, aujourd'hui inenvisageable.Le chef de l'Etat, qui doit s'assurer d'une majorité des trois-cinquièmes au Congrès pour l'adoption de la révision constitutionnelle, solidifie ainsi le socle de sa propre majorité avant d'engager l'épreuve de force avec l'opposition.",{},,[]
77643,"C'est un des mystères du quinquennat que bien des socialistes aimeraient percer...Au final, que retient-on de ses prestations, outre ses éclats?Qu'il est d'accord sur presque tous les sujets avec chacun des candidats du PS, qu'il peine parfois à se souvenir de son propre programme, et qu'il amuse la galerie en confessant, comme lors du deuxième débat, dimanche 15janvier, avoir déjà fumé un joint,  mais pas ce soir .Maigre bilan.",{},,[]
77644,"Dans un entretien au  Journal du dimanche  ( JDD ), le 27novembre 2016, le premier ministre joue son va-tout.Il assure qu'il n'exclut rien pour la primaire, y compris si Hollande est candidat.Il met le président au pied du mur.Tu es un sacré joueur de poker,  lui glisse son ami, le communicant Stéphane Fouks.",{},,[]
77645,"La majorité gouvernementale reste donc, à ce stade, prudemment en retrait.Ils attendent de voir où le vent va tourner,  résume un conseiller.Mais certains ministres laissent déjà entendre qu'ils pourraient soutenir Emmanuel Macron s'il se révèle le mieux placé pour battre Marine Le Pen.Qui peut être au deuxième tour pour empêcher un duel François Fillon-Marine Le Pen?",{},,"[[120, 140, 'off']]"
77646,"Borloo est quelqu'un d'attaché aux partis alors que Macron refuse les accords d'appareils, ils ne pouvaient pas s'entendre.Quoi qu'il décide, M. Macron fera des mécontents.S'il choisit un poids lourd, il risque de froisser ses sympathisants, attirés par sa promesse de renouvellement et qui se sentiront dupés.S'il adoube un inconnu, il fait une croix sur un accord avec tout ou partie d'une formation politique, ce qui peut lui coûter une majorité aux législatives.",{},,[]
77647,"On ne va pas mettre en place les conditions d'une fronde avec un élu qui aura un autre agenda que celui de la réforme.Il faut avoir un peu de mémoire et se souvenir de 1976 et de Jacques Chirac qui quitte le navire de Giscard parce qu'il a un autre objectif en tête.En marche!ne sera pas une recyclerie , précise, sans pincettes, Arnaud Leroy.",{},,[]
77648,"»Le logement est en crise et sa ministre ne va guère mieux.Christine Boutin avait fait des pieds et des mains, avant l'été, pour obtenir l'inscription au calendrier parlementaire d'un texte législatif - le septième en six ans - alors que les objectifs affichés par les précédents sont loin d'avoir été atteints.Sauvé in extremis au conseil des ministres du 28 juillet, son projet de loi « de mobilisation pour le logement et la lutte contre l'exclusion », qui sera débattu à partir du mardi 14 octobre au Sénat, apparaît d'ores et déjà dépassé par la crise.",{},,[]
77649,"De toute façon, il faut qu'on en sorte avant mercredi », date à laquelle se réunira la commission des lois de l'Assemblée nationale avant l'examen en deuxième lecture.Depuis que M. Sarkozy a adressé une ferme mise en garde, la semaine précédente, lors du petit-déjeuner de la majorité, chacun s'efforce de mettre de l'eau dans son vin.« Il a dit une chose simple.Chaque assemblée a fait passer les messages qu'elle voulait délivrer.",{},,[]
77650,"Cinq députés UMP (Georges Ginesta, Patrick Labaune, Geneviève Levy, Jacques Myard et Josette Pons) ont voté contre; trois (Lionnel Luca, Jean-Marc Nesme, Jean-Frédéric Poisson) se sont abstenus.Il a obtenu 6 voix du Nouveau Centre, 2 voix des Verts (Yves Cochet et François de Rugy) - alors que les deux autres députés Verts (Martine Billard et Noël Mamère) se sont abstenus -, et 1 non-inscrit (Thierry Benoit).Enfin, 121 députés du groupe socialiste, radical et citoyen (SRC) ont voté pour.Bien que le Parti socialiste, après avoir mené un dernier baroud formel pour que la ratification du traité soit soumise à référendum, ait appelé à voter pour le projet de loi, les voix du groupe se sont une nouvelle fois dispersées : 25 députés SRC ont voté contre et 17 se sont abstenus.",{},,[]
77651,"« Jusqu'ici, les centristes ont soutenu l'entreprise unique et se sont abstenus sur la procédure de nomination du président de France Télévisions », a-t-il rappelé avant de s'adresser à « [ses] amis de la majorité présidentielle » : « Qu'avons-nous fait de nos convictions en matière de fiscalité et de finances publiques ?Pensons-nous vraiment que le moment est venu de supprimer 800 millions d'euros de recettes privées pour les remplacer par deux prélèvements supplémentaires ?Franchement, nous n'avons pas été élus pour cela.»   Tandis que seul le porte-parole du groupe UMP, Michel Herbillon, prenait la défense du projet de loi, cette intervention a été saluée sur les bancs de la gauche.",{},,[]
77652,"»   « COMPROMIS »   Le gouvernement cherche à composer avec sa majorité sans lâcher sur la question des seuils.Au terme de la deuxième réunion de travail, mercredi, il a accepté de « réfléchir » à l'idée d'une intégration « à terme » de l'urbanisme commercial dans le code général de l'urbanisme pour en « expertiser » les conséquences.Les députés de l'UMP et les ministres doivent se revoir avant la fin de la semaine pour tenter de « finaliser un compromis ».« Le dialogue progresse, même s'il est parfois un peu difficile, sourit M. Piron.",{},,[]
77653,"Le propos, cependant, était à double usage.Il valait tout autant pour les responsables de l'UMP, qui ont applaudi des deux mains le discours de l'ancien premier ministre britannique mais continuent de s'interroger sur les bénéfices de l'ouverture alors que se profile l'échéance des élections municipales.Sur le terrain, ils ont du mal à en mesurer les retombées et, au contraire, voient s'accumuler les signes d'impatience.« Moi, je fais de la politique », les a bousculés M. Sarkozy, leur intimant d' « essayer de réfléchir ».",{},,[]
77654,"Jean-Luc Bennahmias, chef de file du MoDem à Marseille, ne cachait pas sa volonté d'aboutir à un accord avec la liste de gauche conduite par Jean-Noël Guérini.Celui-ci a été rapidement conclu.« L'essentiel de nos propositions a été repris dans le programme commun que nous formons », s'est félicité M. Bennahmias, dont la liste a obtenu 5,54 % des voix au premier tour.A Chartres, où Eric Chevée (MoDem) était arrivé en troisième position avec 13,74 %, devancé par le maire sortant, Jean-Pierre Gorges (UMP, 46,12 %) et Françoise Vallet (PS, 29,25 %), les listes PS et MoDem devraient fusionner.",{},,[]
77655,"On lui a demandé un conseil, c'est déjà beaucoup d'honneur compte tenu de son parcours.On ne lui en demande pas plus.» « La République des experts, poursuit M. Accoyer, ce n'est pas bon pour la démocratie, car ils ont un peu trop l'ivresse - ou la nostalgie - du pouvoir.»   La critique du mode de gouvernance voulu par Nicolas Sarkozy depuis son élection est implicite.",{},,[]
77656,"», a-t-il lancé à ceux qui s'indignent que les parlementaires soient appelés à « désavouer » le rejet du traité constitutionnel européen exprimé dans les urnes le 29 mai 2005.Jean-Pierre Bel, au nom du groupe socialiste du Sénat, et Pierre Moscovici, pour celui de l'Assemblée, devaient se charger d'expliquer pourquoi, bien que favorables au traité de Lisbonne, ils « regrettent » que celui-ci ne soit pas soumis de nouveau au vote des Français.L'un et l'autre se sont contentés d'un argumentaire sans conviction - « technique », s'est justifié l'ancien ministre aux affaires européennes - pour appuyer leur démonstration.« Notre démarche est à la fois constructive et cohérente : nous ne voulons pas faire obstacle à la ratification, mais nous tenons à exprimer notre désaccord sur la voie choisie », a insisté M. Moscovici, déclenchant des murmures de désapprobation.",{},,[]
77657,"Une absence à ce bilan : la ratification du traité de Lisbonne, au début de l'année, qui a vu les parlementaires socialistes longuement hésiter entre le « boycott », l'abstention, le oui ou le non, pour finalement se diviser au moment du vote.« Notre opposition a été utile.Nous avons obligé le pouvoir à composer ou à reculer », a affirmé M. Ayrault.« C'est terrible à dire, je ne m'en satisfais pas, mais nous sommes dans une impasse », a déploré Nicole Bricq, sénatrice de Seine-et-Marne.",{},,[]
77658,"Je forme l'espoir, et j'ai de bonnes raisons de former cet espoir, qu'il y aura de bonnes nouvelles », a-t-il indiqué.M. Accoyer avait lui-même adressé un courrier, le 26 mai, au président du Conseil supérieur de l'audiovisuel (CSA), Michel Boyon.« Je souhaiterais que le Conseil examine dans quelle mesure et selon quelles modalités il pourrait être envisageable de modifier les règles », écrivait-il.« Je nourris un grand espoir que la réponse du CSA à ma lettre soit positive », a indiqué, mercredi, le président de l'Assemblée.",{},,[]
77659,"Ces crédits, de l'ordre de 55 millions d'euros pour le Sénat, sont gérés discrétionnairement par le président et le rapporteur général de la commission des finances, qui les répartissent entre leurs collègues.Le Sénat est riche.Et son patrimoine immobilier considérable.Bien sûr, il y a le Palais du Luxembourg, superbe monument édifié par Marie de Médicis au XVIIe siècle, et son annexe du Petit-Luxembourg, où réside le président du Sénat.",{},,[]
77660,"La tentation est grande d'en faire une « contre-Assemblée ».Les projets de loi de finances, les nationalisations, la politique outre-mer se heurtent à une vive résistance au Palais du Luxembourg, obligeant le gouvernement à composer.Il arrive cependant que la « majorité sénatoriale » rejoigne, du moins en partie, la majorité présidentielle, comme sur l'abolition de la peine de mort ou, plus tard, sur la révision constitutionnelle préalable à la ratification du traité de Maastricht.Face à l'« alliance » entre l'exécutif et la majorité parlementaire, le Sénat, s'appuyant sur le Conseil constitutionnel, se pose en « recours ».",{},,[]
77661,"Chacun a été sommé de « choisir son camp ».« C'est du jamais-vu », se lamente le chiraquien Henri Cuq (UMP, Yvelines), décidé à maintenir son vote négatif.Mais des treize députés UMP qui avaient voté contre en première lecture, seule la moitié devait en faire de même à Versailles.Les centristes ont eux aussi fait l'objet de toutes les sollicitudes.",{},,[]
77662,"« La Terre ne s'arrêtera pas de tourner si on en reste à 900 m2, qui est considéré comme le seuil de rentabilité dans un espace concurrentiel », rappelle l'Elysée.Le chef de l'Etat ne semble pas davantage disposé à transiger sur la négociabilité des conditions générales de vente, qui devrait mettre un terme au système des marges arrière (ristournes réclamées par les distributeurs à leurs fournisseurs en échange de la promotion de leurs produits).L'ancien rapporteur de la loi Chatel sur la consommation votée fin 2007, Michel Raison, considère que les petits fournisseurs risquent d'être « massacrés par les grandes surfaces » dès lors que celles-ci disposeront de la possibilité de négocier librement.Aussi, une partie de la majorité demande-t-elle « des contreparties pour les fournisseurs les plus fragiles ».",{},,"[[713, 753, 'off']]"
77663,"La révision constitutionnelle sur la « modernisation des institutions de la Ve République » a replacé le Sénat au centre de la polémique.Tant par la place qu'il s'est octroyée dans le processus législatif, en corrigeant profondément le texte issu de l'Assemblée nationale, que par la contestation qu'il suscite de la part de l'opposition.Celle-ci y voit, selon la fameuse expression de Lionel Jospin, « une anomalie dans les démocraties » ou, pour Robert Badinter, « un défi à la démocratie ».Ainsi les questions de la « légitimité » du Sénat et de sa « représentativité » ont-elles été reposées avec acuité.",{},,[]
77664,"L'opération « Nouveau Centre » menée sous la houlette d'Hervé Morin au lendemain de l'élection présidentielle par les ex-députés de l'UDF soucieux de conserver leurs sièges aux législatives les a pris de vitesse.Ceux-là, pour prix de leur ralliement et du désordre qui s'en est suivi, ont été abondamment servis dans la distribution des places au gouvernement.Du coup, ceux qui sont restés entre deux chaises, sans troupes ni organisation, s'inquiètent pour leur avenir.A quelques semaines d'un renouvellement sénatorial suivi d'élections à la présidence du Sénat et des commissions permanentes, le rassemblement des centristes venait à point nommé.",{},,[]
77665,"Le président du groupe centriste, Michel Mercier, a défendu un amendement demandant l'inscription dans la Constitution que « la loi garantit le pluralisme de la représentation ».« Cet amendement est un de ceux auxquels nous tenons le plus », a bien précisé le sénateur du Rhône.« M. Mercier est bien trop subtil pour ne pas voir que son amendement renvoie aux modes de scrutin », a répondu le rapporteur, Jean-Jacques Hyest (UMP, Seine-et-Marne).« Il ne s'agit pas pour nous d'imposer la proportionnelle, mais de la rendre possible, a précisé M. Mercier, ajoutant : Veut-on élargir les soutiens à cette réforme ou les réduire ?",{},,[]
77666,"« Cela ne doit plus être, a souligné le sénateur des Yvelines.Je prendrai avec les instances compétentes de notre assemblée toutes les décisions qui paraîtront nécessaires.Je m'engage à la transparence.» On a connu éloge plus flatteur.",{},,[]
77667,"La décision du tribunal arbitral, devenue définitive après que le ministère des finances et le Consortium de réalisation (CDR) eurent renoncé à déposer un recours en nullité, avait suscité une vive polémique.Le président du MoDem, François Bayrou, avait évoqué les « protections au plus haut niveau » dont aurait bénéficié M. Tapie et dénoncé un « abaissement de l'Etat ».L'affaire prenant un tour politique, le président de la commission des finances de l'Assemblée nationale, Didier Migaud (PS), avait alors proposé d'organiser ces auditions avant d'envisager d'éventuelles suites.En introduction, le député Charles de Courson (Nouveau Centre, Marne) devait présenter un rapport d'information.",{},,[]
77668,"Celle-ci sera débattue une semaine plus tard, le 8 avril.Le premier secrétaire du PS, François Hollande, qui la défend, entend signifier le « refus d'un changement de nature dans l'engagement de la France en Afghanistan ».Le député de la Corrèze interroge le chef du gouvernement.« Quelle est l'ampleur de l'engagement ?",{},,[]
77669,"A cela s'ajoute une autre caisse, celle des personnels du Sénat : 613 millions d'euros fin 2006, dont 32 millions de résultats financiers au cours de l'exercice.Au total, le Sénat a engrangé, en 2006, 56 millions d'euros de produits financiers !Le principal argument avancé par le Sénat pour justifier l'existence de ces réserves est que les ressources qu'elles génèrent permettent d'alimenter le régime autonome de retraite du Sénat, fondé à la fois sur la répartition - les cotisations - et sur la capitalisation, évitant ainsi de grever le budget de l'Etat.En réalité, sur les 24,3 millions d'euros de pensions que la caisse de retraite des sénateurs a versés à ses affiliés en 2007, 13,1 millions l'ont bien été par les produits financiers dégagés par cette caisse.",{},,[]
77670,"Or, à la sortie du conseil des ministres, le porte-parole du gouvernement annonçait qu'une « déclaration » sur l'Afghanistan, suivie d'un débat, serait organisée dans le cadre de la session parlementaire.Confirmant la tenue de cette initiative, le président de l'Assemblée nationale, Bernard Accoyer, joint par Le Monde, indiquait avoir « souhaité ce débat ».« Cela me paraît une évidence », insistait-il.Mais il n'était pas encore question que celui-ci donnât lieu à un vote.",{},,[]
77671,"Son successeur eut l'élégance de lui allouer un appartement acquis sur les deniers de l'institution, rue Garancière, de l'autre côté de la rue de Vaugirard.René Monory, lui, n'utilisa guère les bureaux qui avaient été mis à sa disposition dans le quartier de Montparnasse.Pour Christian Poncelet, l'institution ne recule devant aucun sacrifice.Non pas que, après quarante-six années de mandat politique, le sénateur des Vosges fût dans le besoin : à ses indemnités cumulées de sénateur et de conseiller général s'ajoutent les primes supplémentaires pour ses fonctions de président du Sénat (une dizaine de milliers d'euros mensuels, tous frais pris en charge) et de président du conseil général des Vosges (2 718 euros) et ses pensions de retraite.",{},,[]
77672,"»   Le projet de loi plafonne aussi plusieurs dispositifs spécifiques qui ne l'étaient pas : investissement dans la restauration immobilière - le « régime Malraux » -, investissements outre-mer, location en meublé.Ce qui a donné lieu à une ardente « bataille des niches » pour préserver ou étendre les avantages procurés par chacune d'entre elles.Ainsi Frédéric Lefebvre (UMP, Hauts-de-Seine) a-t-il fait adopter un amendement relevant de 12 000 à 15 000 euros le plafond de réduction d'impôt pour l'emploi d'un salarié à domicile.Une mesure jugée « indécente » par M. Cahuzac.",{},,[]
77673,"La secrétaire d'Etat à l'écologie, accablée par les députés de l'UMP à cause des positions qu'elle avait exprimées lors de la discussion du texte sur les OGM et guère soutenue par son ministre de tutelle, avait dénoncé « un concours de lâcheté » entre Jean-François Copé, le président du groupe UMP, et Jean-Louis Borloo, le ministre de l'écologie.Retour sur le règlement de la crise, de l'Elysée au siège de l'UMP.   10 heures.Sitôt que ces propos lui sont rapportés, le président de la République, Nicolas Sarkozy, adresse un rappel à l'ordre en conseil des ministres, exigeant « un peu plus de solidarité ».A la sortie, il prend à part son premier ministre, François Fillon.",{},,[]
77674,"Les députés de l'opposition ne se privent pas de souligner cette absence.« Aujourd'hui, l'esprit du Grenelle de l'environnement est mort.D'ailleurs, Mme Kosciusko-Morizet a disparu des bancs du gouvernement », regrette Germinal Peiro (PS, Dordogne), approuvé, dans la tribune du public, par José Bové.Un « ta gueule » retentissant fuse des bancs de l'UMP.",{},,[]
77675,"En dépit de l'appel pressant lancé par M. Fillon un peu plus tôt devant le groupe majoritaire pour qu'il vote le texte en l'état, il manque 71 voix de l'UMP sur 316 et 18 voix du Nouveau Centre sur 22 au moment du scrutin.Le projet de loi est adopté à une faible majorité de 249 voix contre 228.Il devrait être examiné en deuxième lecture au Sénat à partir du 16 avril.   18 heures.Le bureau politique de l'UMP doit ratifier son nouvel organigramme, dans lequel Mme Kosciusko-Morizet a été promue secrétaire générale adjointe.",{},,[]
